created_by,name,tourism,geometry,addr:city,addr:housenumber,addr:postcode,addr:street,brand,contact:facebook,email,fax,internet_access,operator,phone,rooms,smoking,stars,website,wheelchair,wikidata,brand:wikidata,brand:wikipedia,fhrs:id,internet_access:fee,internet_access:operator,internet_access:ssid,name:zh,source,source:addr,amenity,addr:country,contact:twitter,payment:american_express,addr:housename,fhrs:local_authority_id,fhrs:confidence_management,fhrs:hygiene,fhrs:rating,fhrs:structural,source:postcode,check_date,old_name,fhrs:authority,contact:email,contact:fax,contact:phone,contact:website,name:full,addr:place,addr:interpolation,toilets:wheelchair,contact:instagram,contact:linkedin,air_conditioning,postal_code,entrance,cuisine,restaurant,payment:lightning,fhrs:note,name:ja,addr:suburb,alt_name,url,building,start_date,fixme,opening_hours,name:botanical,note,name:en,access,description,historic,level,loc_name,addr:floor,branch,wheelchair:description,not:addr:postcode,material,wikipedia,operator:wikidata,contact:pinterest,ref,pets_allowed,official_name,source:addr:postcode,fhrs:name,dog,old_fhrs:id,toilets,checkfirst:suggested:name,payment:credit_cards,payment:diners_club,payment:discover_card,payment:mastercard,payment:visa,source:name,parking,bar,addr:county,survey:date,note:addr:postcode,nodes,building:levels,building:levels:underground,architect,owner,atm,building:material,roof:levels,building:colour,roof:colour,roof:material,roof:shape,name:ko,building:min_level,contact:youtube,building:use,reservation,name:es,layer,levels,name:fa,addr:hamlet,old_name:1906-2013,name:pl,source:building,fhrs:inspectiondate,contact:google_plus,check_date:internet_access,designation,stairs,payment:cash,old_operator,short_name,twitter,addr:unit,source:building:levels,source:addr:housenumber,source:operator,building:architecture,building:cladding,image,dontimport:fhrs:addrline3,name:el,accommodation,food,outdoor_seating,listed_status,ref:GB:uprn,hotel,landuse,was:amenity,payment:cheque,payment:maestro,payment:visa_electron,brewery,opening_hours:kitchen,source:rooms,roof:orientation,wheelchair:description:en,opening_date,breakfast,toilets:access,building:part,facebook,instagram,guest_house,payment:contactless,construction,not:brand:wikidata,swimming_pool,beer_garden,height,ways,type,contact:vk,building:start_date
,Earl’s Court Gardens Hotel,hotel,"POLYGON ((-0.1910351 51.4934309, -0.1910472 51.4934388, -0.1909808 51.4934773, -0.1909208 51.4934364, -0.1908809 51.4933939, -0.1909371 51.4933636, -0.1910351 51.4934309))",,36,,Earl's Court Gardens,,,,,,,+44 20 7370 0798,16,,2,http://earlscourtgardenshotel.co.uk/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[7811390938, 7811390940, 7811390941, 7811390942, 7811390943, 7811390939, 7811390938]",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,The Resident Kensington,hotel,"POLYGON ((-0.1902788 51.4930908, -0.190255 51.4930698, -0.1903492 51.4930284, -0.1904166 51.4930878, -0.1905531 51.4930277, -0.1904577 51.4929436, -0.1904239 51.4929585, -0.1903653 51.4929069, -0.1900544 51.4930438, -0.1900867 51.4930723, -0.1900637 51.4930824, -0.1901417 51.4931511, -0.1902788 51.4930908))",,25,,Courtfield Gardens,,,,,,,+44 20 7244 2255,65,,4,https://www.residenthotels.com/the-resident-kensington/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[7816691358, 7816691360, 7816691361, 7816691355, 7816691354, 7816691362, 7816691363, 7816691364, 7816691365, 7816691366, 7816691367, 7816691359, 7816691358]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Hotel Indigo London - Kensington,hotel,"POLYGON ((-0.1914497 51.4921235, -0.1915634 51.4922016, -0.1915948 51.4921851, -0.1916404 51.4922168, -0.191692 51.4921881, -0.1917764 51.4922468, -0.1918961 51.4921801, -0.1919759 51.4921356, -0.1919564 51.492122, -0.1921126 51.4920349, -0.1921252 51.4920278, -0.1920765 51.491994, -0.1920231 51.4919568, -0.1919749 51.4919233, -0.1919603 51.4919131, -0.1918996 51.4918709, -0.1914497 51.4921235))",,34-44,,Barkston Gardens,,,,,,,+44 20 7373 7851,100,,4,https://www.ihg.com/hotelindigo/hotels/us/en/london/lonlk/hoteldetail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[7816705814, 7816705815, 7816705816, 7816705817, 7816705818, 7816705819, 7816705828, 7816705820, 7816705821, 7816705829, 7816705830, 7816705793, 7816705807, 7816705907, 7816705806, 7816705822, 7816705814]",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Henley House Hotel,hotel,"POLYGON ((-0.1913806 51.4921651, -0.1913117 51.4922045, -0.1914167 51.492275, -0.191437 51.4922629, -0.1915616 51.4923467, -0.1916095 51.4923192, -0.1913806 51.4921651))",,30,,Barkston Gardens,,,,,,,+44 20 7370 4111,21,,3,http://www.henleyhousehotel.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[7816705838, 7816705844, 7816705845, 7816705846, 7816705847, 7816705848, 7816705838]",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Best Western Burns Hotel,hotel,"POLYGON ((-0.1908828 51.4924567, -0.1909784 51.4925224, -0.1909982 51.4925119, -0.1910533 51.4925494, -0.1911146 51.4925145, -0.1911283 51.4925237, -0.1911055 51.4925367, -0.1911746 51.4925837, -0.1913111 51.492506, -0.1912464 51.4924619, -0.1912268 51.492473, -0.1912056 51.4924586, -0.1912882 51.4924115, -0.1912294 51.4923715, -0.1912897 51.4923371, -0.1913525 51.4923799, -0.1913945 51.4923559, -0.1912397 51.4922507, -0.1910555 51.492357, -0.1908828 51.4924567))",,18-26,,Barkston Gardens,,,,,,,+44 20 7373 3151,104,,3,https://burnshotel.co.uk/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[7816705853, 7816705854, 7816705855, 7816705856, 7816705857, 7816705858, 7816705859, 7816705860, 7816705861, 7816705862, 7816705863, 7816705864, 7816705865, 7816705866, 7816705867, 7816705868, 7816705850, 7816705849, 8028105070, 7816705853]",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Maranton House Hotel,hotel,"POLYGON ((-0.190807 51.4924999, -0.1907347 51.4925394, -0.1908372 51.492609, -0.1908582 51.4925953, -0.1909846 51.4926811, -0.191033 51.4926534, -0.1909598 51.4926037, -0.190807 51.4924999))",,14,,Barkston Gardens,,,,,,,+44 20 7373 5782,16,,3,https://www.marantonhousehotel.co.uk/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[7816705869, 7816705873, 7816705874, 7816705875, 7816705876, 7816705877, 7816705870, 7816705869]",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,St Mark Hotel,hotel,"POLYGON ((-0.1904427 51.4927052, -0.1903677 51.492747, -0.19052 51.492853, -0.1905968 51.4929064, -0.1906718 51.4928646, -0.1905583 51.4927857, -0.1904427 51.4927052))",,4,,Barkston Gardens,,,,,,,+44 20 7373 0060,25,,3,https://www.st-markhotel.co.uk/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[7816705887, 7816705888, 7816705899, 7816705889, 7816705890, 7816705886, 7816705887]",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Merlyn Court Hotel,hotel,"POLYGON ((-0.1903677 51.492747, -0.1902827 51.4927929, -0.1903879 51.4928684, -0.1904215 51.4928503, -0.190466 51.4928822, -0.1904434 51.4928944, -0.1904897 51.4929276, -0.1905277 51.4929071, -0.1904814 51.4928738, -0.19052 51.492853, -0.1903677 51.492747))",,2,,Barkston Gardens,,,,,,,+44 20 7370 1640,18,,2,http://www.merlyncourthotel.com/home3.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[7816705888, 7816705891, 7816705892, 7816705893, 7816705894, 7816705895, 7816705896, 7816705897, 7816705898, 7816705899, 7816705888]",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Hampton by Hilton London Ealing,hotel,"POLYGON ((-0.3138677 51.5115998, -0.3137213 51.5112886, -0.3135058 51.5113266, -0.3135872 51.5114657, -0.3134143 51.5114976, -0.3134896 51.511658, -0.3136847 51.5116251, -0.3138677 51.5115998))",London,111,W5 5TL,Uxbridge Road,,https://www.facebook.com/hamptonealing,lonea_hampton@hilton.com,,,Hilton,+44 20 7052 7200,,,4,https://www.hilton.com/en/hotels/loneahx-hampton-london-ealing/?WT.mc_id=zCBEC0GB1HP2NaturalSearch3Google_LGHotelListing4DGGeneric_5LocalSearch6LONEAHX7EN8i93902,,,,,1251436,,,,,,FHRS Open Data,,,,,,,,,,,,,,,,,,,,,,,https://www.instagram.com/hbh.londonealing,https://www.linkedin.com/company/hampton-by-hilton-london-ealing/,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[7826112760, 7826112761, 7826112762, 7826112763, 7826112764, 7826112765, 7826112766, 7826112760]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Exhibition Court Hotel 4,hotel,"POLYGON ((-0.1897441 51.4939134, -0.189683 51.4939544, -0.1897923 51.4940245, -0.1898774 51.4940784, -0.1899263 51.4940485, -0.1898387 51.493993, -0.1898544 51.4939823, -0.1897441 51.4939134))",,25,,Collingham Place,,,,,,,+44 20 7370 2414,20,,3,https://www.exhibitioncourthotel4.co.uk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[7826328186, 7826328187, 7826328192, 7826328188, 7826328189, 7826328190, 7826328191, 7826328186]",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Anwar House Hotel,hotel,"POLYGON ((-0.1898522 51.493829, -0.1899144 51.493789, -0.190025 51.4938557, -0.1900111 51.4938646, -0.1900873 51.4939105, -0.190039 51.4939416, -0.189967 51.4938982, -0.1898522 51.493829))",,31,,Collingham Place,,,,,,,+44 20 7373 9401,15,,3,https://www.anwarhouse.co.uk/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[7826328245, 7826328254, 7826328255, 7826328256, 7826328257, 7826328258, 7826328246, 7826328245]",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Westbury Hotel Kensington,hotel,"POLYGON ((-0.1899109 51.4935348, -0.1897808 51.4936275, -0.1896615 51.4935625, -0.1895838 51.4935202, -0.1896277 51.4934889, -0.1897046 51.4935308, -0.1897236 51.4935172, -0.1896436 51.4934736, -0.1896908 51.4934401, -0.1897684 51.4934823, -0.1897884 51.4934681, -0.1899109 51.4935348))",,22-24,,Collingham Place,,,,,,,+44 20 7373 0666,50,,3,http://www.westburykensington.co.uk/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[7828142252, 7828142254, 7828160917, 7828142255, 7828142256, 7828142257, 7828142258, 7828142259, 7828142260, 7828142261, 7828142262, 7828142252]",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Collingham Place Hotel,hotel,"POLYGON ((-0.1900881 51.4936686, -0.1900282 51.493705, -0.1901392 51.493776, -0.1902102 51.4938214, -0.1902552 51.4937941, -0.1901838 51.4937484, -0.1901987 51.4937393, -0.1900881 51.4936686))",,37,,Collingham Place,,,,,,,,,,2,https://www.collinghamplacehotel.co.uk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[7828142263, 7826328286, 7826328277, 7828142264, 7828142265, 7828142266, 7828142267, 7828142263]",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Cromwell International Hotel,hotel,"POLYGON ((-0.1879491 51.4945028, -0.187758 51.4945205, -0.1877311 51.494408, -0.1877637 51.494405, -0.1877536 51.4943625, -0.1877203 51.4943656, -0.1877066 51.4943093, -0.1878127 51.4942991, -0.1878985 51.4942907, -0.187912 51.4943476, -0.1879173 51.4943694, -0.1879491 51.4945028))",,139-141,,Cromwell Road,,,,,,,,70,,3,http://cromwellinternational.co.uk/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[7834492380, 7834492381, 7834492382, 7834492383, 7834492384, 7834507985, 7834508011, 7834508010, 7834492368, 7834492375, 7834492374, 7834492380]",5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,K Hotel Kensington,hotel,"POLYGON ((-0.187758 51.4945205, -0.1873709 51.4945575, -0.1873564 51.4945001, -0.187334 51.4945022, -0.1873272 51.4944749, -0.1873523 51.4944725, -0.1873325 51.4943936, -0.1873191 51.4943949, -0.1872976 51.4943866, -0.1872925 51.4943638, -0.187312 51.4943464, -0.1874172 51.4943367, -0.1877066 51.4943093, -0.1877203 51.4943656, -0.1877311 51.494408, -0.187758 51.4945205))",,131-137,,Cromwell Road,,,,,,,+44 20 7835 2969,138,,3,https://www.k-hotel.co.uk/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[7834492381, 7834507987, 7834507988, 7834507989, 7834507990, 7834507991, 7834507992, 7834507993, 7834507994, 7834507995, 7834507996, 7834507998, 7834508011, 7834507985, 7834492382, 7834492381]",5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Curzon House Hotel,hotel,"POLYGON ((-0.1867988 51.4937665, -0.1868212 51.4938185, -0.1865356 51.4938639, -0.1865137 51.4938115, -0.1867886 51.4937681, -0.1867988 51.4937665))",,58,,Courtfield Gardens,,,,,,,+44 20 7581 2116,19,,2,https://www.curzonhousehotel.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[7838663391, 7838663392, 7838663393, 7838663394, 7838663403, 7838663391]",5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Park International Hotel,hotel,"POLYGON ((-0.186375 51.4946298, -0.1863335 51.4944179, -0.1864283 51.494411, -0.186426 51.4943955, -0.1864418 51.4943943, -0.1867171 51.4943736, -0.1867225 51.4943959, -0.1867482 51.4943935, -0.1867459 51.4943833, -0.1868027 51.4943761, -0.1868105 51.4943955, -0.1868541 51.4943896, -0.1868525 51.4943756, -0.1870518 51.4943509, -0.1871195 51.4945738, -0.186375 51.4946298))",,117-129,,Cromwell Road,,,,,,,+44 20 7370 5711,171,,4,https://www.parkinternationalhotel.com/en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[7838663417, 7838663418, 7838663419, 7838663420, 7838663525, 7838663421, 7838663422, 7838663423, 7838663424, 7838663425, 7838663426, 7838663427, 7838663428, 7838663429, 7838663430, 7838663417]",5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Ashburn Hotel,hotel,"POLYGON ((-0.1861641 51.4946458, -0.1861453 51.4946471, -0.1861313 51.4946602, -0.1860901 51.4946631, -0.1860769 51.4946543, -0.1860348 51.4946573, -0.1860247 51.4945957, -0.1859959 51.4945986, -0.1859897 51.4945705, -0.185999 51.4945686, -0.1859881 51.4945124, -0.1859687 51.4945027, -0.1859601 51.4944697, -0.1859741 51.494461, -0.185971 51.4944484, -0.1861215 51.4944247, -0.1861226 51.4944339, -0.1861641 51.4946458))",,111,,Cromwell Road,,,,,,,+44 20 7244 1999,38,,4,https://ashburn-hotel.co.uk/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[7838663431, 7838663432, 7838663433, 7838663434, 7838663435, 7838663436, 7838663437, 7838663438, 7838663439, 7838663440, 7838663441, 7838663442, 7838663443, 7838663444, 7838663445, 7838663447, 7838663446, 7838663431]",5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,The Villa Kensington,hotel,"POLYGON ((-0.1857404 51.4938826, -0.1856899 51.4937673, -0.1859951 51.4937179, -0.1860417 51.4938357, -0.1857404 51.4938826))",,10-11,,Ashburn Gardens,,,,,,,+44 20 7370 6605,38,,3,https://www.thevillakensington.co.uk/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[7838663478, 7838663483, 7838663484, 7838663479, 7838663478]",5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,The Bailey’s Hotel,hotel,"POLYGON ((-0.1830019 51.4939639, -0.1827224 51.4940249, -0.1824797 51.4940779, -0.1822774 51.4937453, -0.1825708 51.4936779, -0.1825401 51.4936264, -0.1825081 51.4935714, -0.1824762 51.4935147, -0.1824098 51.4934132, -0.1825372 51.4933965, -0.1825679 51.4934479, -0.1826771 51.4934258, -0.1826493 51.4933798, -0.1827691 51.4933607, -0.182908 51.4935873, -0.1830844 51.4938708, -0.1829598 51.4938995, -0.1830019 51.4939639))",,140,,Gloucester Road,Millennium & Copthorne Hotels,,,,,,+44 20 7373 6000,212,,4,https://www.millenniumhotels.com/en/london/the-baileys-hotel-london/,,Q6858792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,en:The Bailey's Hotel,,,,,,,,,,,,,,,,,,,,,,,"[7842624999, 7842624985, 7842620677, 1360505749, 1360505745, 1360505741, 1360505735, 1360505730, 7842620678, 7842620679, 7842620680, 7842620681, 7842620682, 1106482732, 7842625001, 1106482715, 7842625000, 7842624999]",5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,St Simeon Hotel,hotel,"POLYGON ((-0.1863649 51.4926385, -0.1864611 51.4926112, -0.186566 51.4927529, -0.1864688 51.4927805, -0.1863649 51.4926385))",,38,,Harrington Gardens,,,,,,,+44 20 7373 0505,20,,2,https://www.stsimeon.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[7848269967, 7848269971, 7848269972, 7848269970, 7848269967]",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Avni Kensington Hotel,hotel,"POLYGON ((-0.1864611 51.4926112, -0.1867522 51.4925277, -0.1868049 51.4925989, -0.1868234 51.4926239, -0.1868575 51.49267, -0.186566 51.4927529, -0.1864611 51.4926112))",,40-44,,Harrington Gardens,,,,,,,+44 20 7244 5700,83,,3,http://www.avnikensingtonhotel.co.uk/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[7848269971, 7848269973, 7848269974, 7848269983, 7848269982, 7848269972, 7848269971]",5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,hotel,"POLYGON ((-0.3443825 51.4065406, -0.3442937 51.4064888, -0.3442791 51.4065006, -0.3441161 51.4064132, -0.3442214 51.4063404, -0.3442512 51.406357, -0.3442951 51.4063211, -0.3443057 51.4063265, -0.344372 51.4062792, -0.3443869 51.4062867, -0.3444336 51.4062551, -0.3444766 51.4062792, -0.3444875 51.4062722, -0.3445065 51.4062819, -0.3445874 51.4062256, -0.344596 51.4062294, -0.3446515 51.4061854, -0.3446407 51.4061783, -0.3446578 51.406167, -0.3447891 51.4062389, -0.3447511 51.4062668, -0.3447358 51.4062592, -0.3446981 51.4062879, -0.3447222 51.406302, -0.3445857 51.4063985, -0.3445901 51.4064064, -0.3444476 51.4065101, -0.3444366 51.4065025, -0.3443825 51.4065406))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[7853844379, 7853844380, 7853844381, 7853844382, 7853844383, 7853844384, 7853844385, 7853844386, 7853844387, 7853844388, 7853844389, 7853844390, 7853844391, 7853844392, 7853844393, 7853844394, 7853844395, 7853844396, 7853844397, 7853844398, 7853844399, 7853844400, 7853844401, 7853844402, 7853844403, 7853844404, 7853844405, 7853844406, 7853844379]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,The Red Lion Hotel,hotel,"POLYGON ((-0.461348 51.5349034, -0.4613312 51.5348139, -0.4613188 51.5347586, -0.4614402 51.5347524, -0.4614334 51.5347139, -0.4611188 51.5347265, -0.46103 51.5347237, -0.4610277 51.5345678, -0.4612379 51.5345706, -0.4613222 51.534572, -0.4613098 51.5346377, -0.4617099 51.5346139, -0.4617234 51.5347251, -0.4615278 51.5347377, -0.4615323 51.5347691, -0.4619482 51.5347461, -0.4619336 51.534665, -0.4620909 51.5346559, -0.4621167 51.5348125, -0.4616481 51.5348411, -0.4616537 51.534888, -0.461348 51.5349034))",,,,,Fullers,,,,,,,,,,https://www.redlionhotelhillingdon.co.uk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,commercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[7853840951, 7853840952, 7830627027, 7853840956, 7853840957, 7853840958, 7853840959, 7853840960, 7853840978, 7853840961, 7853840962, 7853840963, 7853840964, 7853840965, 7853840966, 7853840967, 7853840968, 7853840969, 7853840970, 7853840971, 7853840972, 7853840951]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,NH Harrington Hall,hotel,"POLYGON ((-0.1826292 51.4931837, -0.1837705 51.4930117, -0.1837262 51.4928929, -0.1837072 51.492896, -0.1836933 51.4928511, -0.1836756 51.4928535, -0.1836503 51.4927732, -0.1834215 51.4928275, -0.1834303 51.4928519, -0.1828879 51.4929267, -0.182893 51.4929362, -0.1825609 51.4930137, -0.1826292 51.4931837))",,5-25,,Harrington Gardens,,,,,,,+44 870 807 1359,200,,4,http://nh-harrington-hall.londonhotelsuk.net/en/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1360505715, 7855865013, 7855865014, 7855865015, 7855865016, 7855865017, 7855865018, 7855865019, 7855865020, 7855865021, 7855865022, 7855865008, 1360505715]",5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Eden Plaza Kensington,hotel,"POLYGON ((-0.1795639 51.4951666, -0.1794392 51.4951764, -0.1794292 51.4951847, -0.1793866 51.4951883, -0.1793749 51.4951805, -0.1792525 51.4951901, -0.1792227 51.4950655, -0.1795372 51.4950402, -0.179543 51.4950679, -0.1794968 51.4950715, -0.1795091 51.4951322, -0.1795559 51.4951285, -0.1795639 51.4951666))",,68-69,,Queen's Gate,,,,,,,+44 20 7370 6111,80,,3,http://www.edenplazakensington.co.uk/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[7877406432, 7877406433, 7877406434, 7877406435, 7877406436, 7877406437, 7877406438, 7877406439, 7877406440, 7877406441, 7877406442, 7877406443, 7877406432]",5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,The Exhibitionist Hotel,hotel,"POLYGON ((-0.1776972 51.4948736, -0.178014 51.4948507, -0.1779878 51.4947192, -0.1776719 51.4947431, -0.1776972 51.4948736))",,8-10,,Queensberry Place,,,,,,,+44 20 7915 0000,37,,5,https://www.theexhibitionisthotel.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[7882521545, 7882521546, 7882521547, 7882521548, 7882521545]",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
